"Beta-Plus Decay Q Values"
 67, 48,0
 66, 49,0
 65, 50,0
 64, 51,4
 63, 52,5
 62, 53,5
 61, 54,5
 60, 55,5
 59, 56,5
 74, 42,0
 73, 43,0
 72, 44,0
 71, 45,0
 70, 46,0
 69, 47,0
 68, 48,0
 67, 49,0
 66, 50,0
 65, 51,5
 64, 52,3
 63, 53,5
 62, 54,5
 61, 55,5
 60, 56,5
 59, 57,5
 75, 42,0
 74, 43,0
 73, 44,0
 72, 45,0
 71, 46,0
 70, 47,0
 69, 48,0
 68, 49,0
 67, 50,0
 66, 51,3
 65, 52,4
 64, 53,5
 63, 54,5
 62, 55,5
 61, 56,5
 60, 57,5
 76, 42,0
 75, 43,0
 74, 44,0
 73, 45,0
 72, 46,0
 71, 47,0
 70, 48,0
 69, 49,0
 68, 50,0
 67, 51,4
 66, 52,0
 65, 53,5
 64, 54,4
 63, 55,5
 62, 56,5
 61, 57,5
 76, 43,0
 75, 44,0
 74, 45,0
 73, 46,0
 72, 47,0
 71, 48,0
 70, 49,0
 69, 50,0
 68, 51,0
 67, 52,4
 66, 53,4
 65, 54,5
 64, 55,5
 63, 56,5
 62, 57,5
 61, 58,5
 77, 43,0
 76, 44,0
 75, 45,0
 74, 46,0
 73, 47,0
 72, 48,0
 71, 49,0
 70, 50,0
 69, 51,4
 68, 52,0
 67, 53,5
 66, 54,3
 65, 55,5
 64, 56,5
 63, 57,5
 62, 58,5
 78, 43,0
 77, 44,0
 76, 45,0
 75, 46,0
 74, 47,0
 73, 48,0
 72, 49,0
 71, 50,0
 70, 51,0
 69, 52,1
 68, 53,4
 67, 54,4
 66, 55,5
 65, 56,5
 64, 57,5
 63, 58,5
 62, 59,5
 78, 44,0
 77, 45,0
 76, 46,0
 75, 47,0
 74, 48,0
 73, 49,0
 72, 50,0
 71, 51,3
 70, 52,0
 69, 53,5
 68, 54,0
 67, 55,5
 66, 56,4
 65, 57,5
 64, 58,5
 63, 59,5
 79, 44,0
 78, 45,0
 77, 46,0
 76, 47,0
 75, 48,0
 74, 49,0
 73, 50,0
 72, 51,0
 71, 52,0
 70, 53,2
 69, 54,4
 68, 55,5
 67, 56,5
 66, 57,5
 65, 58,5
 64, 59,5
 80, 44,0
 79, 45,0
 78, 46,0
 77, 47,0
 76, 48,0
 75, 49,0
 74, 50,0
 73, 51,0
 72, 52,0
 71, 53,4
 70, 54,0
 69, 55,5
 68, 56,4
 67, 57,5
 66, 58,5
 65, 59,5
 64, 60,5
 80, 45,0
 79, 46,0
 78, 47,0
 77, 48,0
 76, 49,0
 75, 50,0
 74, 51,0
 73, 52,0
 72, 53,0
 71, 54,3
 70, 55,4
 69, 56,5
 68, 57,5
 67, 58,5
 66, 59,5
 65, 60,5
 81, 45,0
 80, 46,0
 79, 47,0
 78, 48,0
 77, 49,0
 76, 50,0
 75, 51,0
 74, 52,0
 73, 53,4
 72, 54,0
 71, 55,5
 70, 56,3
 69, 57,5
 68, 58,5
 67, 59,5
 66, 60,5
 65, 61,5
 82, 45,0
 81, 46,0
 80, 47,0
 79, 48,0
 78, 49,0
 77, 50,0
 76, 51,0
 75, 52,0
 74, 53,0
 73, 54,0
 72, 55,4
 71, 56,4
 70, 57,5
 69, 58,5
 68, 59,5
 67, 60,5
 66, 61,5
 82, 46,0
 81, 47,0
 80, 48,0
 79, 49,0
 78, 50,0
 77, 51,0
 76, 52,0
 75, 53,2
 74, 54,0
 73, 55,4
 72, 56,0
 71, 57,5
 70, 58,4
 69, 59,5
 68, 60,5
 67, 61,5
 66, 62,5
 83, 46,0
 82, 47,0
 81, 48,0
 80, 49,0
 79, 50,0
 78, 51,0
 77, 52,0
 76, 53,0
 75, 54,0
 74, 55,2
 73, 56,4
 72, 57,4
 71, 58,5
 70, 59,5
 69, 60,5
 68, 61,5
 67, 62,5
 83, 47,0
 82, 48,0
 81, 49,0
 80, 50,0
 79, 51,0
 78, 52,0
 77, 53,0
 76, 54,0
 75, 55,4
 74, 56,0
 73, 57,5
 72, 58,4
 71, 59,5
 70, 60,5
 69, 61,5
 68, 62,5
 67, 63,5
 84, 47,0
 83, 48,0
 82, 49,0
 81, 50,0
 80, 51,0
 79, 52,0
 78, 53,0
 77, 54,0
 76, 55,0
 75, 56,2
 74, 57,4
 73, 58,5
 72, 59,5
 71, 60,5
 70, 61,5
 69, 62,5
 68, 63,5
 85, 47,0
 84, 48,0
 83, 49,0
 82, 50,0
 81, 51,0
 80, 52,0
 79, 53,0
 78, 54,0
 77, 55,4
 76, 56,0
 75, 57,5
 74, 58,2
 73, 59,5
 72, 60,4
 71, 61,5
 70, 62,5
 69, 63,5
 85, 48,0
 84, 49,0
 83, 50,0
 82, 51,0
 81, 52,0
 80, 53,0
 79, 54,0
 78, 55,0
 77, 56,0
 76, 57,4
 75, 58,4
 74, 59,5
 73, 60,5
 72, 61,5
 71, 62,5
 70, 63,5
 69, 64,5
 86, 48,0
 85, 49,0
 84, 50,0
 83, 51,0
 82, 52,0
 81, 53,0
 80, 54,0
 79, 55,2
 78, 56,0
 77, 57,4
 76, 58,0
 75, 59,5
 74, 60,4
 73, 61,5
 72, 62,5
 71, 63,5
 70, 64,5
 86, 49,0
 85, 50,0
 84, 51,0
 83, 52,0
 82, 53,0
 81, 54,0
 80, 55,0
 79, 56,0
 78, 57,2
 77, 58,4
 76, 59,4
 75, 60,5
 74, 61,5
 73, 62,5
 72, 63,5
 71, 64,5
 70, 65,5
 87, 49,0
 86, 50,0
 85, 51,0
 84, 52,0
 83, 53,0
 82, 54,0
 81, 55,0
 80, 56,0
 79, 57,4
 78, 58,0
 77, 59,5
 76, 60,4
 75, 61,5
 74, 62,5
 73, 63,5
 72, 64,5
 71, 65,5
 88, 49,0
 87, 50,0
 86, 51,0
 85, 52,0
 84, 53,0
 83, 54,0
 82, 55,0
 81, 56,0
 80, 57,0
 79, 58,2
 78, 59,4
 77, 60,4
 76, 61,5
 75, 62,5
 74, 63,5
 73, 64,5
 72, 65,5
 88, 50,0
 87, 51,0
 86, 52,0
 85, 53,0
 84, 54,0
 83, 55,0
 82, 56,0
 81, 57,3
 80, 58,0
 79, 59,5
 78, 60,1
 77, 61,5
 76, 62,4
 75, 63,5
 74, 64,5
 73, 65,5
 72, 66,5
 89, 50,0
 88, 51,0
 87, 52,0
 86, 53,0
 85, 54,0
 84, 55,0
 83, 56,0
 82, 57,0
 81, 58,0
 80, 59,4
 79, 60,4
 78, 61,5
 77, 62,5
 76, 63,5
 75, 64,5
 74, 65,5
 73, 66,5
 89, 51,0
 88, 52,0
 87, 53,0
 86, 54,0
 85, 55,0
 84, 56,0
 83, 57,0
