41K;6450.15;(3/2-,5/2,7/2+);0.1;-1;[0];0+
41K;6497.0;(3/2)-;0.1;-1;[0];0+
41K;6528.13;(3/2-,5/2,7/2-);0.09;-1;[0];0+
41K;6601.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6630.0;3/2+,5/2+;20.0;-1;[0];0+
41K;6654.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6704.0;5/2-,7/2-;10.0;-1;[0];0+
41K;6769.77;(3/2-,5/2,7/2-);0.1;-1;[0];0+
41K;6782.54;;0.1;-1;[0];0+
41K;6791.36;(5/2,7/2-);0.09;-1;[0];0+
41K;6809.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6835.43;(5/2,7/2-);0.09;-1;[0];0+
41K;6874.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6919.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6980.0;1/2-,3/2-;10.0;-1;[0];0+
41K;6995.53;(5/2,7/2,9/2+);0.11;-1;[0];0+
41K;7020.97;(3/2)-;0.1;-1;[0];0+
41K;7035.28;(5/2)-;0.14;-1;[0];0+
41K;7085.0;5/2-,7/2-;10.0;-1;[0];0+
41K;7159.0;1/2-,3/2-;10.0;-1;[0];0+
41K;7232.0;1/2-,3/2-;10.0;-1;[0];0+
41K;7319.0;(1/2:7/2)-;10.0;-1;[0];0+
41K;7361.15;(3/2-,5/2,7/2-);0.11;-1;[0];0+
41K;7420.0;1/2-,3/2-;10.0;-1;[0];0+
41K;7471.0;5/2-,7/2-;10.0;-1;[0];0+
41K;7511.0;1/2-,3/2-;10.0;-1;[0];0+
41K;7593.06;;0.09;-1;[0];0+
41K;7617.0;1/2-,3/2-;10.0;-1;[0];0+
41K;7654.93;(3/2-,5/2,7/2-);0.09;-1;[0];0+
41K;7836.0;(1/2-,3/2,5/2+);15.0;-1;[0];0+
41K;7893.0;(1/2-,3/2,5/2+);15.0;-1;[0];0+
41K;7938.98;;0.1;-1;[0];0+
41K;8041.0;;15.0;-1;[0];0+
41K;8116.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8152.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8190.21;(3/2-,5/2,7/2-);0.12;-1;[0];0+
41K;8200.11;(5/2-,7/2-,3/2+);0.09;-1;[0];0+
41K;8268.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8349.0;5/2-,7/2-;15.0;-1;[0];0+
41K;8464.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8548.0;(5/2-,7/2-);15.0;-1;[0];0+
41K;8660.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8748.0;1/2-,3/2-;15.0;-1;[0];0+
41K;8801.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;8873.0;1/2-,3/2-;15.0;-1;[0];0+
41K;9050.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;9116.0;(5/2-,7/2-);15.0;-1;[0];0+
41K;9203.0;(1/2:7/2-);15.0;-1;[0];0+
41K;9243.0;1/2-,3/2-;15.0;-1;[0];0+
41K;9376.0;(3/2+,5/2+);15.0;-1;[0];0+
41K;9420.0;3/2+,5/2+;50.0;-1;[0];0+
41K;9471.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;9626.0;1/2-,3/2-;15.0;-1;[0];0+
41K;9740.7;(3/2)-;0.1;-1;[0];0+
41K;9789.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;9857.0;1/2-,3/2-;15.0;-1;[0];0+
41K;9936.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;10093.0;1/2-,3/2-;15.0;-1;[0];0+
41K;10195.0;1/2+&1/2-,3/2-;15.0;-1;[0];0+
41K;10239.0;(1/2-,3/2-);15.0;-1;[0];0+
41K;12220.0;3/2+,5/2+;50.0;-1;[0];0+
