42K;0.0;2-;0.0;44478.0;[Decimal('25.2'), Decimal('25.2')];0+
42K;106.826;3-;0.005;2.8E-10;[Decimal('4E-11'), Decimal('4E-11')];0+
42K;258.259;4-;0.006;1.30E-10;[Decimal('9E-12'), Decimal('9E-12')];0+
42K;638.726;3-;0.007;1.4E-9;['LT'];0+
42K;681.942;(2,3);0.008;-1;[0];0+
42K;699.086;5-;0.014;4.1E-11;[Decimal('8E-12'), Decimal('8E-12')];0+
42K;783.885;2-;0.011;-1;[0];0+
42K;841.941;3-;0.007;-1;[0];0+
42K;1110.748;3+;0.009;-1;[0];0+
42K;1143.594;4+;0.011;1.4E-9;['LT'];0+
42K;1197.903;4-;0.01;-1;[0];0+
42K;1254.821;2-;0.011;-1;[0];0+
42K;1266.3;(1,2,3)-;0.009;-1;[0];0+
42K;1273.537;2-;0.011;-1;[0];0+
42K;1376.02;6+;0.08;1.11E-9;[Decimal('1.4E-10'), Decimal('1.4E-10')];0+
42K;1377.116;(2,3)-;0.01;-1;[0];0+
42K;1400.01;(2,3);0.04;-1;[0];0+
42K;1407.911;(1-,2,3);0.01;-1;[0];0+
42K;1453.07;(2-,3,4-);0.04;-1;[0];0+
42K;1463.653;(1-,2,3);0.014;-1;[0];0+
42K;1489.31;(1-:5-);0.08;-1;[0];0+
42K;1513.076;(1-:5-);0.023;-1;[0];0+
42K;1538.74;3+;0.05;3.5E-12;['LT'];0+
42K;1691.99;(1-:4-);0.04;-1;[0];0+
42K;1723.44;(2,3,4+);0.03;-1;[0];0+
42K;1745.616;(2+,3+);0.016;-1;[0];0+
42K;1816.875;(2,3,4-);0.018;-1;[0];0+
42K;1842.98;(1-,2,3);0.013;-1;[0];0+
42K;1861.893;2-;0.009;-1;[0];0+
42K;1913.458;(2-,3);0.016;-1;[0];0+
42K;1936.12;(3-:6-);0.13;-1;[0];0+
42K;1937.494;(1,2,3)-;0.015;-1;[0];0+
42K;1947.88;7+;0.09;1.1E-12;['LT'];0+
42K;1987.975;(0-:4-);0.019;-1;[0];0+
42K;2049.323;3+;0.014;-1;[0];0+
42K;2072.009;(2,3)-;0.013;-1;[0];0+
